OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS
913358,04092016470,OLIVE GARDEN #4441,107 GRAND HILL PL ,,HOLLY SPRINGS,NC,27540,(919) 552-2237,2013/07/30 00:00:00+00,Restaurant,845,-78.84948074,35.66266499,M
913359,04092021896,FOOD LION #1481 PRODUCE,7713 LEAD MINE RD ,,RALEIGH,NC,27615,(919) 518-1607,2015/10/21 00:00:00+00,Food Stand,857,-78.66044244,35.88617531,T
913360,04092017188,CHAMPA THAI & SUSHI,8521 BRIER CREEK  PKY ,STE 119,RALEIGH,NC,27617,(919) 806-0078,2016/03/31 00:00:00+00,Restaurant,861,-78.78334742,35.90685073,M
913361,04092016685,DIM SUM HOUSE,100 JERUSALEM DR ,STE 104,MORRISVILLE,NC,27560,(919) 380-3087,2014/05/19 00:00:00+00,Restaurant,864,-78.82707041,35.85102001,M
913362,04092017228,Bogey's Bistro,2300 OLD MILBURNIE RD ,,RALEIGH,NC,27604-9778,(919) 428-0938,2016/05/25 00:00:00+00,Restaurant,867,-78.51131358,35.81858285,M
913363,04092015605,WAFFLE HOUSE #1279,7605 KNIGHTDALE BLVD ,,KNIGHTDALE,NC,27545,(919) 217-4112,2010/04/23 00:00:00+00,Restaurant,873,-78.47367546,35.80004488,M
913364,04092014554,KFC #J120103,1403 W Williams ST,,APEX,NC,27502,(919) 303-7997,2006/04/25 00:00:00+00,Restaurant,878,-78.87726967,35.7501529,M
913365,04092021670,DOMINO'S #5504,7315 SIX FORKS RD,,RALEIGH,NC,27615-6162,(919) 847-8855,2011/04/27 00:00:00+00,Food Stand,879,-78.64725808,35.88069032,M
913366,04092016683,ROLY POLY,4040 ED DR ,,RALEIGH,NC,27612,(919) 785-0441,2014/05/13 00:00:00+00,Restaurant,881,-78.70319672,35.82518153,M
913367,04092018251,Pizza Hut #036631,1805 Aversboro RD ,,GARNER,NC,27529,(919) 779-9200,2019/12/03 00:00:00+00,Restaurant,882,-78.61707161,35.6858565,M
913368,04092016747,SMITHFIELD'S CHICKEN N BAR-B-Q,3578 DAVIS  DR ,,MORRISVILLE,NC,27560,(919) 468-2607,2014/09/11 00:00:00+00,Restaurant,884,-78.84697957,35.81858861,M
913369,04092018168,THAI'S NOODLE,2101 GRACE PARK DR ,,MORRISVILLE,NC,27560,(919) 481-3036,2019/09/05 00:00:00+00,Restaurant,888,-78.84652326,35.82111262,M
913370,04092017055,FOOD LION #1541 DELI,9567 CHAPEL HILL RD ,,MORRISVILLE,NC,27560,(919) 462-1542,2015/10/13 00:00:00+00,Restaurant,910,-78.81120699,35.8045716,M
913371,04092017059,HARDEE'S #1655,1560 N BROAD ST ,,FUQUAY-VARINA,NC,27526,(919) 552-9772,2015/10/15 00:00:00+00,Restaurant,914,-78.80353813,35.60445873,M
913372,04092014480,Pruitt Health - Raleigh Dining,2420 Lake Wheeler RD,,RALEIGH,NC,27603,(919) 755-0226,2006/01/10 00:00:00+00,Restaurant,926,-78.67644314,35.74808355,M
913373,04092017062,A Slice of NY Pizza,2316-102 HILLSBOROUGH ST ,,RALEIGH,NC,27607,(919) 838-0011,2015/10/20 00:00:00+00,Restaurant,897,-78.66687803,35.78749678,M
913374,04092018250,Pizza Hut #036586,3691 New Bern AVE ,,RALEIGH,NC,27610,(919) 900-8096,2019/12/03 00:00:00+00,Restaurant,927,-78.57923704,35.79885313,M
913375,04092015915,SUBWAY #50592,601 N MAIN ST ,,HOLLY SPRINGS,NC,27545,(919) 557-4411,2011/03/17 00:00:00+00,Restaurant,939,-78.83661982,35.66097455,M
913376,04092016809,NIGHT KITCHEN BAKERY,10 W. FRANKLIN STREET,,RALEIGH,NC,27604,(984) 232-8907,2014/11/10 00:00:00+00,Restaurant,941,-78.64017516,35.78944175,M
913377,04092014765,Randy's Pizza,4129 Davis DR ,,MORRISVILLE,NC,27560,(919) 468-3737,2006/12/22 00:00:00+00,Restaurant,983,-78.85811603,35.8356265,M
913378,04092030470,What'z Cookin'? Mobile Kitchen and Catering (WCID #758),105 W YOUNG ST,,ROLESVILLE,NC,27571,(919) 817-5585,2020/03/05 00:00:00+00,Mobile Food Units,987,-78.45799384,35.9237065,M
913379,04092014841,1705 Prime Catering and Events,1705 E Millbrook RD ,,RALEIGH,NC,27609,(919) 850-2340,2007/04/05 00:00:00+00,Restaurant,990,-78.60608423,35.85065239,M
913380,04092014556,KFC #J120098,12313 Capital BLVD ,,RALEIGH,NC,27587,(919) 556-9408,2006/04/24 00:00:00+00,Restaurant,916,-78.53878491,35.98231024,M
913381,04092030180,A TASTE OF NEW YORK #3 ( WCID #366),201 S West ST ,,RALEIGH,NC,27603,(919) 345-8138,2007/10/19 00:00:00+00,Mobile Food Units,994,-78.64560424,35.77781639,M
913382,04092015667,Patti's Cafe,8300 HEALTH PARK  ,STE 101,RALEIGH,NC,27615,(919) 671-0769,2010/07/02 00:00:00+00,Restaurant,996,-78.6591053,35.895917,M
913383,04092014948,Hardee's #1189,100 Vandora Springs RD ,,GARNER,NC,27529,(919) 772-7209,2007/09/12 00:00:00+00,Restaurant,1005,-78.62108066,35.71260367,M
913384,04092017046,DOS TAQUITOS,6101 GLENWOOD AVE ,,RALEIGH,NC,27612,(919) 787-3373,2015/09/30 00:00:00+00,Restaurant,1011,-78.70209872,35.85487832,M
913385,04092017048,FOOD LION #2196 DELI,3609 DAVIS DR ,,MORRISVILLE,NC,27560,(919) 469-4195,2015/10/07 00:00:00+00,Restaurant,1012,-78.84918533,35.82217686,M
913386,04092016679,BITTERSWEET,16 E MARTIN ST ,,RALEIGH,NC,27601,(919) 977-3829,2014/04/23 00:00:00+00,Restaurant,1010,-78.63853007,35.77684835,M
913387,04092014956,Hardee's #1206,5601 Creedmoor RD ,,RALEIGH,NC,27612,(919) 781-4332,2007/09/14 00:00:00+00,Restaurant,1014,-78.68107712,35.8581419,M
913388,04092016506,SONIC DRIVE IN #5735,304 S Main ST ,,ROLESVILLE,NC,27571,(919) 562-5540,2013/09/11 00:00:00+00,Restaurant,1023,-78.46378987,35.9198667,M
913389,04092017484,CHOPT,420 DANIELS ST ,,RALEIGH,NC,27605,(919) 670-2333,2016/12/08 00:00:00+00,Restaurant,1028,-78.66025735,35.7899673,M
913390,04092016950,JUICEKEYS,5011-B FALLS OF NEUSE RD ,,RALEIGH,NC,27609,(919) 980-5443,2015/06/11 00:00:00+00,Restaurant,1027,-78.61476945,35.84934215,M
913391,04092016345,VIVO RISTORANTE,7400 SIX FORKS  RD ,STE 2,RALEIGH,NC,27615,(919) 845-6700,2013/01/24 00:00:00+00,Restaurant,1071,-78.64526778,35.88157372,M
913392,04092040295,FOODLAND 4 (WCID # 469),100 HARGETT ST ,,RALEIGH,NC,27602,(919) 329-5296,2013/07/17 00:00:00+00,Pushcarts,1048,0,0,U
913393,04092017488,MI CANCUN,324 GRAND HILL PL ,,HOLLY SPRINGS,NC,27540,(919) 552-9979,2016/12/14 00:00:00+00,Restaurant,1076,-78.8436742,35.66711942,M
913394,04092015603,WAFFLE HOUSE #1090,1006 AIRPORT BLVD ,,MORRISVILLE,NC,27560-9195,(919) 460-0388,2010/04/19 00:00:00+00,Restaurant,1080,-78.81924536,35.85853632,M
913395,04092018190,Dunkin Donuts/Baskin Robbins #339085,2727 Capital BLVD ,,RALEIGH,NC,27604,(919) 875-9092,2019/09/30 00:00:00+00,Restaurant,1087,-78.60179762,35.81684953,M
913396,04092018320,Mecca Market,3913 Western BLVD ,,RALEIGH,NC,27606,(919) 613-1286,2020/02/07 00:00:00+00,Restaurant,1088,-78.69106881,35.78402232,M
913397,04092030423,The Hot Dog Hub (WCID #707),2201 S Wilmington ST ,,RALEIGH,NC,27603,(910) 943-7074,2019/05/28 00:00:00+00,Mobile Food Units,1090,-78.63902655,35.752054,M
913398,04092018329,Golden Corral - Capital Blvd #942,3424 CAPITAL BLVD ,,RALEIGH,NC,27604,(919) 872-0500,2020/03/02 00:00:00+00,Restaurant,1092,-78.58441249,35.82680494,M
913399,04092018095,Walking Crab,1549 US 70 W ,,GARNER,NC,27529,(919) 977-3515,2019/05/01 00:00:00+00,Restaurant,1078,-78.64729883,35.72372411,M
913400,04092016621,CAFE SOO,2815  BRENTWOOD RD ,,RALEIGH,NC,27604,(919) 876-1969,2014/02/14 00:00:00+00,Restaurant,1096,-78.59615202,35.81727946,M
913401,04092016267,CHINA KING,313 CROSSROADS BLVD ,,CARY,NC,27518,(919) 233-8385,2012/10/01 00:00:00+00,Restaurant,1098,-78.73871452,35.76064286,M
913402,04092016808,HARRIS TEETER #257 STARBUCKS,2080 KILDAIRE FARM ROAD,,CARY,NC,27518,(919) 233-9483,2014/11/10 00:00:00+00,Restaurant,1124,-78.78068706,35.73567462,M
913403,04092021892,FOOD LION #815 PRODUCE,2837 WENDELL BLVD ,,WENDELL,NC,27591,(919) 365-3002,2015/10/21 00:00:00+00,Food Stand,1128,-78.38037181,35.79568777,M
913404,04092160084,THE CARDINAL AT NORTH HILLS FOOD SERVICE,311 GARDEN AT NORTH HILLS ST ,,RALEIGH,NC,27609,(984) 204-8444,2017/05/05 00:00:00+00,Institutional Food Service,1129,-78.63539181,35.83593253,M
913405,04092015734,Wade Park Cafe,5430  WADE PARK  BLVD ,,RALEIGH,NC,27607,(919) 859-5220,2010/10/18 00:00:00+00,Restaurant,1132,-78.72815151,35.80750324,M
913406,04092018319,SIP Noshery,400 Southtown CIR ,,ROLESVILLE,NC,27571,(919) 263-8126,2020/02/11 00:00:00+00,Restaurant,1135,-78.47039569,35.91648377,M
913407,04092014615,DQ Grill and Chill #41609,5260 New Bern AVE ,,RALEIGH,NC,27610,(919) 792-0127,2006/05/18 00:00:00+00,Restaurant,1145,-78.54750981,35.79264454,M
913408,04092014624,Chick-fil-A #1749,1000 Valleystone DR ,,CARY,NC,27519,(919) 465-0699,2006/07/05 00:00:00+00,Restaurant,1167,-78.85027134,35.79062803,M
913409,04092018076,Jersey Mike's #3005,957 High House RD ,,CARY,NC,27513,(919) 461-0660,2019/03/20 00:00:00+00,Restaurant,1170,-78.82820605,35.78725248,M
913410,04092018132,Burger Fi,2001 WALNUT ST,101,CARY,NC,27518-9205,(919) 900-8959,2019/07/08 00:00:00+00,Restaurant,1173,-78.74142861,35.75880896,M
913411,04092300232,Interfood Plaza Latina ,1689 North Market ST ,,RALEIGH,NC,27609,(919) 790-9936,2006/08/25 00:00:00+00,Meat Market,1180,-78.6070629,35.8395659,M
913412,04092016613,ITALIAN KITCHEN,4005 WAKE FOREST RD ,,RALEIGH,NC,27609-6842,(919) 790-2444,2014/02/06 00:00:00+00,Restaurant,1197,-78.61511172,35.8362139,M
913413,04092016952,MILANO PIZZA,186 WAKELON ST ,,ZEBULON,NC,27597-2403,(919) 269-4488,2015/06/12 00:00:00+00,Restaurant,1201,-78.31858381,35.83228812,M
913414,04092016562,THE STATION AT PERSON ST,701 N PERSON ST ,,RALEIGH,NC,27604,(919) 977-1567,2013/11/07 00:00:00+00,Restaurant,1208,-78.63456336,35.78917088,M
913415,04092017045,WAFFLE HOUSE #378,3909 HILLSBOROUGH ST ,,RALEIGH,NC,27603,(919) 833-1247,2015/09/30 00:00:00+00,Restaurant,1211,-78.69054542,35.79443916,M
913416,04092015569,SHANGHAI EXPRESS,2502 HILLSBOROUGH ST ,,RALEIGH,NC,27607,(919) 754-9797,2010/02/12 00:00:00+00,Restaurant,1213,-78.66818044,35.78802697,M
913417,04092040255,FOODLAND 2 (WCID#404),201 E HARGETT ST ,,RALEIGH,NC,27603,(919) 798-0590,2011/05/16 00:00:00+00,Pushcarts,1227,-78.63610358,35.77854007,M
913418,04092016293,Quality Inn #NC436 Breakfast Bar,2539 S SAUNDERS ST ,,RALEIGH,NC,27603,(919) 863-0091,2012/10/26 00:00:00+00,Restaurant,1228,-78.64828387,35.74994855,M
913419,04092110479,LAKE MYRA ELEMENTARY CAFETERIA,1300 ELK FALLS  DR ,,WENDELL,NC,27591,(919) 365-8990 ext. 25404,2009/04/24 00:00:00+00,Public School Lunchrooms,1236,-78.42971564,35.76143338,M
913420,04092017502,CARDINAL AT NORTH HILLS CLUB HOUSE,4030 CARDINAL AT NORTH HILLS ST ,,RALEIGH,NC,27609,(984) 204-8444,2017/01/11 00:00:00+00,Restaurant,1240,0,0,U
913421,04092015786,A'NETS KATCH,2009 VILLAGE PARK DR ,,KNIGHTDALE,NC,27545,(919) 217-0133,2011/08/12 00:00:00+00,Restaurant,1250,-78.49336017,35.79721176,M
913422,04092016582,APEX WINGS,518 E WILLIAMS ST ,,APEX,NC,27502-2151,(919) 387-0082,2013/12/20 00:00:00+00,Restaurant,1259,-78.84778574,35.72374776,M
913423,04092021998,SWIFT CREEK MINI MART,1120 RAND  RD ,,RALEIGH,NC,27529,(919) 779-1383,2016/12/09 00:00:00+00,Food Stand,1242,-78.61328254,35.65751899,M
913424,04092016567,CHUY'S #48,4020 MARKET AT NORTH HILLS  ST ,,RALEIGH,NC,27609,(919) 571-2489,2013/11/13 00:00:00+00,Restaurant,1260,-78.63751992,35.83661475,M
913425,04092030462,The Maywood Grille (WCID #725),658 MAYWOOD AVE,The Maywood Bar,RALEIGH,NC,27603-2376,(919) 264-8159,2020/01/31 00:00:00+00,Mobile Food Units,1263,-78.65774307,35.76170708,M
913426,04092021399,Harris Teeter #138 Meat/Seafood,98 Cornerstone DR ,,CARY,NC,27519,(919) 467-1259,2006/09/05 00:00:00+00,Food Stand,1268,-78.85187583,35.79044843,M
913427,04092015610,WAFFLE HOUSE #1302,1417 E WILLIAMS ST ,,APEX,NC,27539-7700,(919) 363-9137,2010/04/28 00:00:00+00,Restaurant,1271,-78.83789587,35.71142555,M
913428,04092018174,Farm House Cafe,320 Vintage Point LN ,,WENDELL,NC,27591,(919) 334-8501,2019/09/10 00:00:00+00,Restaurant,1273,-78.42877202,35.77122092,M
913429,04092014995,First Citizens Bank Kitchen,4300 Six Forks RD ,,RALEIGH,NC,27619,(919) 716-8497,2007/10/25 00:00:00+00,Restaurant,1288,-78.64107203,35.83913698,M
913430,04092017760,MASALA WRAP,9825-F CHAPEL HILL RD ,,MORRISVILLE,NC,27560,(919) 377-1903,2017/12/28 00:00:00+00,Restaurant,1292,-78.81682593,35.81118245,M
913431,04092016969,JOYCE AND FAMILY RESTAURANT,129 N MAIN ST ,,FUQUAY VARINA,NC,27526,(919) 567-1717,2015/07/07 00:00:00+00,Restaurant,1294,-78.80056831,35.58594643,M
913432,04092015124,"Ruckus Pizza, Pasta & Spirits",8111-208 Tryon Woods  DR ,,CARY,NC,27518,(919) 851-3999,2008/05/02 00:00:00+00,Restaurant,1297,-78.74266974,35.7468093,M
913433,04092016476,STANBURY,938 N BLOUNT ST ,,RALEIGH,NC,27604,(919) 977-4321,2013/08/30 00:00:00+00,Restaurant,1303,-78.63503077,35.79344583,M
913434,04092025263,Oriental Pho,5959 TRIANGLE TOWN BLVD,1116,RALEIGH,NC,27616,(919) 449-0807,2019/06/12 00:00:00+00,Restaurant,1323,-78.57603863,35.86599856,M
913435,04092018212,Just Salad,4025 LAKE BOONE TRL,,RALEIGH,NC,27607,(919) 925-3400,2019/10/31 00:00:00+00,Restaurant,1331,-78.69709804,35.81457389,M
913436,04092015549,BRAVO'S MEXICAN GRILL,208 GRANDE HEIGHTS DR ,,CARY,NC,27513,(919) 481-3811,2009/12/31 00:00:00+00,Restaurant,1341,-78.7805746,35.804703,M
913437,04092025184,Billiam's Cafe & Catering @TKA,2161 S Wilmington ST ,,RALEIGH,NC,27603,(443) 631-6400,2018/05/30 00:00:00+00,Food Stand,1338,-78.64171063,35.75324624,M
913438,04092300292,Publix #1652 Meat Market,417 W Peace ST ,Suite 100,RALEIGH,NC,27603,(919) 755-5444,2020/08/26 00:00:00+00,Meat Market,1348,-78.64490127,35.78789475,M
913439,04092014694,Brueggers's Bagels,760 W Williams ST ,,APEX,NC,27502,(919) 367-7720,2006/09/29 00:00:00+00,Restaurant,1374,-78.86276064,35.73803218,M
913440,04092014996,Village Deli #1,500 Daniels ST ,,RALEIGH,NC,27605,(919) 828-1428,2007/10/25 00:00:00+00,Restaurant,1383,-78.66105804,35.79149603,M
913441,04092160078,UNIVERSAL HEALTH CARE FUQUAY VARINA DINING,410 S JUDD PKY ,,FUQUAY VARINA,NC,27526,(919) 577-0421,2013/07/30 00:00:00+00,Institutional Food Service,1355,-78.78398238,35.58014677,M
913442,04092015638,BRUNO,11211  GALLERIA  AVE ,,RALEIGH,NC,27614,(919) 435-6640,2010/05/26 00:00:00+00,Restaurant,1397,-78.54331441,35.94865826,M
913443,04092017457,BABA GHANNOUJ,2468 WALNUT ST ,,CARY,NC,27518,(919) 233-0907,2016/11/15 00:00:00+00,Restaurant,1401,-78.74427315,35.75323584,M
913444,04092018416,The Reserve at Mills Farm,1000 MILLS CHASE LOOP,,APEX,NC,27523,(919) 208-5183,2020/08/12 00:00:00+00,Restaurant,1404,-78.8298594,35.75052675,M
913445,04092017016,KRAFTY'S BURGERS & BREWS,1177 TIMBER DR E ,,GARNER,NC,27529,(919) 329-8000,2015/09/03 00:00:00+00,Restaurant,1408,-78.57544772,35.68894454,M
913446,04092017518,SALSA AZTECA,7425 KNIGHTDALE BLVD ,,KNIGHTDALE,NC,27545,(919) 295-5355,2017/01/26 00:00:00+00,Restaurant,1409,-78.47986997,35.79937576,M
913447,04092016959,SHERATON RALEIGH KITCHEN/JIMMY V'S OSTERIA & BAR,421 S SALISBURY ST ,,RALEIGH,NC,27601,(919) 834-9900,2015/07/07 00:00:00+00,Restaurant,1417,-78.6399062,35.77493479,M
913448,04092018312,Noodle Boulevard,1718 WALNUT ST,,CARY,NC,27511,(919) 678-1199,2020/01/30 00:00:00+00,Restaurant,1420,-78.747188,35.76300175,M
913449,04092021725,MCDONALDS #10267,4325-2051 GLENWOOD AVE ,,RALEIGH,NC,27624,(919) 782-8240,2012/11/19 00:00:00+00,Food Stand,1372,-78.67658819,35.8395892,M
913450,04092017764,Country Inn & Suites Breakfast Area,201 Airgate DR,,MORRISVILLE,NC,27560,(919) 544-1010,2018/01/12 00:00:00+00,Restaurant,1424,-78.81563287,35.86365077,M
913451,04092017017,PANDA GARDEN,1440-103 BROGDEN WOODS DR ,,WAKE FOREST,NC,28587,(919) 848-5883,2015/09/04 00:00:00+00,Restaurant,1407,-78.69439726,35.98988119,M
913452,04092017861,Raleigh Meat Market,"3110 New Bern  Ave, Ste 110",,RALEIGH,NC,27610,(919) 322-4004,2018/06/15 00:00:00+00,Restaurant,1434,-78.58674652,35.78850913,M
913453,04092015642,EMBASSY SUITES AND FLYING SPOONS,8001 ARCO CORPORATE  DR ,,RALEIGH,NC,27617,(919) 572-2200,2010/06/02 00:00:00+00,Restaurant,1454,-78.77640002,35.90726871,M
913454,04092015548,Rudinos's Pizza & Grinders Sports Corner,3101-101 EDWARDS MILL RD ,,RALEIGH,NC,27612,(919) 786-4235,2009/12/30 00:00:00+00,Restaurant,1441,-78.70695216,35.82399087,M
913455,04092016377,LEE'S KITCHEN #2,1100 N RALEIGH BLVD ,,RALEIGH,NC,27610,(919) 521-5957,2013/02/20 00:00:00+00,Restaurant,1456,-78.61144475,35.79422669,M
913456,04092040302,COUSINS CONFECTIONS #4 (WCID #486),4700 TRINITY RD ,,RALEIGH,NC,27607,(919) 782-1967,2013/08/28 00:00:00+00,Pushcarts,1460,-78.71510697,35.79630808,M
913457,04092017608,MARISCOS NAYARIT,3351 CYPRESS PLANTATION TRL ,,RALEIGH,NC,27616,(919) 977-0168,2017/05/23 00:00:00+00,Restaurant,1462,-78.58237548,35.87315637,M
913458,04092016574,ZAXBY'S #44901,101 GRAND HILL PL ,,HOLLY SPRINGS,NC,27540,(919) 762-0432,2013/11/21 00:00:00+00,Restaurant,1469,-78.85029671,35.6590441,M
913459,04092018209,VICINO'S PIZZA,962A Airport BLVD ,,MORRISVILLE,NC,27560,,2019/10/30 00:00:00+00,Restaurant,1470,-78.8212912,35.85834226,M
913460,04092017489,J. ALEXANDER'S,4600 CRABTREE VALLEY AVE ,,RALEIGH,NC,27612,(984) 200-4493,2016/12/07 00:00:00+00,Restaurant,1482,-78.68450309,35.84046562,M
913461,04092015246,Gumby's Pizza & Wings,2712 HILLSBOROUGH ST ,,RALEIGH,NC,27607,(919) 836-1555,2008/10/03 00:00:00+00,Restaurant,1488,-78.67170371,35.78888468,M
913462,04092016654,TASTE OF JAMAICA,600 E CHATHAM ST ,#B,CARY,NC,27511,(919) 461-0045,2014/03/26 00:00:00+00,Restaurant,1490,-78.76780088,35.79071172,M
913463,04092018434,Bojangles #52,5856 TRYON RD,,CARY,NC,27518,(919) 424-7922,2020/09/03 00:00:00+00,Restaurant,1491,-78.74008963,35.74648785,M
913464,04092018199,Fairfield Inn & Suites by Marriott Foodservice,12051 RETAIL DR,,WAKE FOREST,NC,27587,(919) 435-7056,2019/10/14 00:00:00+00,Restaurant,1503,-78.54414942,35.97661643,M
913465,04092016565,BOJANGLES #49,9919 FAYETTEVILLE ST ,,RALEIGH,NC,27603,(919) 557-6843,2013/11/12 00:00:00+00,Restaurant,1478,-78.71503303,35.63360138,M
913466,04092040258,FOODLAND 3 (WCID #406),"Corner of Hargett St. &amp; Fayetteville St.",,RALEIGH,NC,27602,(919) 798-0590,2011/07/01 00:00:00+00,Pushcarts,1510,0,0,U
913467,04092018210,Lunchbox Deli,"2816 Trawick Rd, Ste 105",,RALEIGH,NC,27604,(919) 872-7882,2019/10/30 00:00:00+00,Restaurant,1524,-78.59041221,35.81946486,M
913468,04092017519,DICED GOURMET SALADS & WRAPS #2,1028 OBERLIN RD ,SUITE 234,RALEIGH,NC,27605,(919) 307-3613,2017/01/27 00:00:00+00,Restaurant,1537,-78.65845011,35.79783502,M
913469,04092016233,MAR-Y-SOL II,1310 CORPORATION PKY ,,RALEIGH,NC,27610-1363,(919) 212-8100,2012/08/03 00:00:00+00,Restaurant,1539,-78.56780289,35.79794477,M
913470,04092015960,CAMBRIDGE VILLAGE DINING,10000 Cambridge Village Loop,,APEX,NC,27502,(919) 363-2080,2011/05/10 00:00:00+00,Restaurant,1543,-78.84579127,35.71810568,M
913471,04092017466,POPEYES #12346,7120 KNIGHTDALE BLVD ,,KNIGHTDALE,NC,27545,(919) 880-6912,2016/11/29 00:00:00+00,Restaurant,1547,-78.49001904,35.79780164,M
913472,04092021867,FOOD LION #1374 PRODUCE,9525 STRICKLAND RD ,,RALEIGH,NC,27615,(919) 676-0141,2015/08/25 00:00:00+00,Food Stand,1548,-78.65461142,35.89932701,M
913473,04092017051,JERSEY MIKE'S #349,3201-139 EDWARDS MILL RD ,,RALEIGH,NC,27612,(984) 202-5627,2015/10/09 00:00:00+00,Restaurant,1552,-78.70556784,35.82545067,M
913474,04092021871,STEVE'S MINI MART,807 W GARNER RD ,,GARNER,NC,27529,(919) 779-7713,2015/09/03 00:00:00+00,Food Stand,1565,-78.61343438,35.71080189,M
913475,04092021447,Hungry Howie's Pizza,1814-106 Oberlin RD ,,RALEIGH,NC,27608,(919) 789-0001,2007/05/04 00:00:00+00,Food Stand,1556,-78.65535151,35.80875926,M
913476,04092016949,TAVERNA AGORA,326 HILLSBOROUGH ST ,,RALEIGH,NC,27603,(919) 881-8333,2015/06/08 00:00:00+00,Restaurant,1570,-78.64443499,35.78101375,M
913477,04092017127,HOLIDAY INN EXPRESS BREAKFAST,3618 NEW BERN AVE ,,RALEIGH,NC,27610,(919) 256-2800,2016/01/05 00:00:00+00,Restaurant,1576,-78.57835567,35.7963578,M
913478,04092018103,Panda House Chinese Restaurant,1462 Garner Station BLVD ,,RALEIGH,NC,27603,(919) 779-3588,2019/05/24 00:00:00+00,Restaurant,1581,-78.65475896,35.72582345,M
913479,04092015607,IL BACIO,3622 ROGERS RD ,,WAKE FOREST,NC,27587,(919) 556-7800,2010/04/09 00:00:00+00,Restaurant,1585,-78.50482681,35.94464173,M
913480,04092021383,Harris Teeter #344 Meat/Seafood,6024 Falls of Neuse RD,,RALEIGH,NC,27609,(919) 872-5786,2006/04/10 00:00:00+00,Food Stand,1587,-78.6187408,35.86627943,M
913481,04092018447,CATALAN TAPAS BAR,4214 NW CARY PKY ,,CARY,NC,27513,(984) 465-0607,2020/09/22 00:00:00+00,Restaurant,1603,-78.82705749,35.79085045,M
913482,04092017306,WENDY'S #6338,12430 Capital BLVD ,,WAKE FOREST,NC,27587,(919) 562-2349,2016/09/02 00:00:00+00,Restaurant,1621,-78.53512833,35.98551325,M
913483,04092021873,FOOD LION #1514 MEAT/SEAFOOD,9567 CHAPEL HILL RD ,,MORRISVILLE,NC,27560,(919) 462-1542,2015/08/31 00:00:00+00,Food Stand,1629,-78.81120699,35.8045716,M
913484,04092015886,SUBWAY #33002,7106 KNIGHTDALE BLVD ,,KNIGHTDALE,NC,27545,(919) 261-0406,2011/01/24 00:00:00+00,Restaurant,1632,-78.49110835,35.79651408,M
913485,04092021832,HARRIS TEETER #319 DELI,2051 W. MILLBROOK ROAD,,RALEIGH,NC,27612,(919) 787-1364,2015/02/13 00:00:00+00,Food Stand,1633,-78.67971393,35.85737248,M
913486,04092015322,SUBWAY #12786,3940 WESTERN BLVD ,,RALEIGH,NC,27606,(919) 828-6518,2009/01/13 00:00:00+00,Restaurant,1639,-78.69349102,35.78458356,M
913487,04092017793,Cold off the Press,416-100 W South ST ,,RALEIGH,NC,27601,(984) 444-9006,2018/01/29 00:00:00+00,Restaurant,1625,-78.64561302,35.7723683,M
913488,04092017492,VIDRIO,500 GLENWOOD AVE ,SUITE 100,RALEIGH,NC,27603,(919) 803-6033,2016/12/16 00:00:00+00,Restaurant,1648,-78.64701998,35.78656832,M
913489,04092016336,GOLDEN SEAFOOD AND CHICKEN,2600 S SAUNDERS ST ,,RALEIGH,NC,27603,(919) 833-0121,2013/01/09 00:00:00+00,Restaurant,1666,-78.64948768,35.74861938,M
913490,04092018106,Boulevard Pizza,2925 Wendell BLVD ,,WENDELL,NC,27591,(919) 365-0040,2019/06/03 00:00:00+00,Restaurant,1674,-78.37769913,35.79213283,M
913491,04092017887,Anise Pho,222-113 GLENWOOD AVE ,,RALEIGH,NC,27603,(919) 633-0094,2018/07/25 00:00:00+00,Restaurant,1668,-78.64733509,35.78392897,M
913492,04092030364,Lili's Kitchen (WCID #636),18 Kinton Farm Ridge ,,FUQUAY-VARINA,NC,27526,(919) 600-2285,2018/06/05 00:00:00+00,Mobile Food Units,1675,0,0,U
913493,04092021926,CIRCLE K #2703126,3220 POOLE RD ,,RALEIGH,NC,27610,,2016/01/05 00:00:00+00,Food Stand,1703,-78.58406526,35.77093117,M
913494,04092016620,TAZZA KITCHEN,432 WOODBURN  RD ,STE 140,RALEIGH,NC,27605,(919) 835-9463,2014/02/14 00:00:00+00,Restaurant,1707,-78.65855965,35.78994083,M
913495,04092014738,Chick-fil-A #1963,8661 Six Forks RD ,,RALEIGH,NC,27615,(919) 848-6715,2006/12/05 00:00:00+00,Restaurant,1722,-78.65140772,35.89807227,M
913496,04092014946,Good Taste Chinese Restaurant,532 W Gannon AVE ,,ZEBULON,NC,27597,(919) 404-1218,2007/08/17 00:00:00+00,Restaurant,1724,-78.32626437,35.8212487,M
913497,04092018121,Chido Taco,2330 BALE ST,,RALEIGH,NC,27608,(919) 594-1930,2019/06/27 00:00:00+00,Restaurant,1727,-78.62748278,35.81292611,M
913498,04092017517,GUASACA AREPA & SALSA GRILL,9918 CHAPEL HILL RD ,SUITE 103,CARY,NC,27513,(919) 377-8223,2017/01/31 00:00:00+00,Restaurant,1682,0,0,U
